,var,vsa,vca,initTime,solveTime,solutions,variables,propagators,propagations,nodes,failures,restarts,peakDepth
195,distances,input_order,indomain_median,,,,,,,,,,
196,distances,input_order,indomain_min,,,,,,,,,,
197,distances,input_order,indomain_random,,,,,,,,,,
198,distances,input_order,indomain_reverse_split,,,,,,,,,,
199,distances,input_order,indomain_split,0.784804,300.285,0.0,4911.0,3667.0,59960388.0,296863.0,148370.0,0.0,159.0
200,distances,input_order,indomain_split_random,0.779122,300.28,0.0,4911.0,3667.0,57998945.0,290364.0,145165.0,0.0,47.0
201,distances,largest,indomain,0.779838,300.282,0.0,4911.0,3667.0,78646967.0,288657.0,156754.0,0.0,47.0
202,distances,largest,indomain_max,,,,,,,,,,
203,distances,largest,indomain_median,,,,,,,,,,
204,distances,largest,indomain_min,,,,,,,,,,
205,distances,largest,indomain_random,0.804099,300.284,0.0,4911.0,3667.0,176589646.0,1079485.0,539737.0,0.0,45.0
206,distances,largest,indomain_reverse_split,0.786433,300.285,0.0,4911.0,3667.0,138142945.0,875855.0,437912.0,0.0,58.0
207,distances,largest,indomain_split,,,,,,,,,,
208,distances,largest,indomain_split_random,,,,,,,,,,
209,distances,max_regret,indomain,,,,,,,,,,
210,distances,max_regret,indomain_max,0.779912,300.283,0.0,4911.0,3667.0,122581906.0,682177.0,341083.0,0.0,28.0
211,distances,max_regret,indomain_median,0.782469,300.281,0.0,4911.0,3667.0,125347164.0,685808.0,342898.0,0.0,35.0
212,distances,max_regret,indomain_min,0.784803,300.286,0.0,4911.0,3667.0,58137483.0,291059.0,145516.0,0.0,47.0
213,distances,max_regret,indomain_random,,,,,,,,,,
214,distances,max_regret,indomain_reverse_split,0.778035,300.282,0.0,4911.0,3667.0,168841017.0,1100705.0,550333.0,0.0,56.0
215,distances,max_regret,indomain_split,,,,,,,,,,
216,distances,max_regret,indomain_split_random,0.771966,300.28,0.0,4911.0,3667.0,58003207.0,290384.0,145176.0,0.0,47.0
217,distances,most_constrained,indomain,,,,,,,,,,
218,distances,most_constrained,indomain_max,0.780086,300.28,0.0,4911.0,3667.0,122561020.0,682102.0,341046.0,0.0,28.0
219,distances,most_constrained,indomain_median,0.776161,300.28,0.0,4911.0,3667.0,125417714.0,686158.0,343073.0,0.0,35.0
220,distances,most_constrained,indomain_min,,,,,,,,,,
221,distances,most_constrained,indomain_random,0.782276,300.283,0.0,4911.0,3667.0,151247492.0,868471.0,434230.0,0.0,40.0
222,distances,most_constrained,indomain_reverse_split,0.778918,300.282,0.0,4911.0,3667.0,169118752.0,1102377.0,551173.0,0.0,56.0
223,distances,most_constrained,indomain_split,0.779018,300.281,0.0,4911.0,3667.0,59560469.0,294882.0,147376.0,0.0,159.0
224,distances,most_constrained,indomain_split_random,,,,,,,,,,
225,distances,occurrence,indomain,,,,,,,,,,
226,distances,occurrence,indomain_max,0.775954,300.28,0.0,4911.0,3667.0,122638420.0,682475.0,341233.0,0.0,28.0
227,distances,occurrence,indomain_median,0.791942,300.283,0.0,4911.0,3667.0,125290514.0,685562.0,342776.0,0.0,35.0
228,distances,occurrence,indomain_min,,,,,,,,,,
229,distances,occurrence,indomain_random,,,,,,,,,,
230,distances,occurrence,indomain_reverse_split,0.780422,300.282,0.0,4911.0,3667.0,231875438.0,1711503.0,855731.0,0.0,53.0
231,distances,occurrence,indomain_split,0.777285,300.281,0.0,4911.0,3667.0,56804943.0,290656.0,145260.0,0.0,159.0
232,distances,occurrence,indomain_split_random,0.775722,300.281,0.0,4911.0,3667.0,57008844.0,291391.0,145682.0,0.0,47.0
233,distances,smallest,indomain,0.77849,300.284,0.0,4911.0,3667.0,79215195.0,290728.0,157879.0,0.0,47.0
234,distances,smallest,indomain_max,,,,,,,,,,
235,distances,smallest,indomain_median,,,,,,,,,,
236,distances,smallest,indomain_min,0.778296,300.278,0.0,4911.0,3667.0,58062924.0,293390.0,146680.0,0.0,47.0
237,distances,smallest,indomain_random,0.773353,300.282,0.0,4911.0,3667.0,208998523.0,1355254.0,677621.0,0.0,41.0
238,distances,smallest,indomain_reverse_split,0.779881,300.28,0.0,4911.0,3667.0,234940517.0,1731109.0,865537.0,0.0,56.0
239,distances,smallest,indomain_split,0.780481,300.283,0.0,4911.0,3667.0,57418540.0,293148.0,146511.0,0.0,159.0
240,distances,smallest,indomain_split_random,,,,,,,,,,
241,scheduling,anti_first_fail,indomain,0.778698,12.6956,2.0,4911.0,3667.0,3537470.0,12641.0,6316.0,0.0,76.0
242,scheduling,anti_first_fail,indomain_max,0.773431,23.0391,7.0,4911.0,3667.0,6358086.0,23525.0,11745.0,0.0,58.0
