,var,vsa,vca,initTime,solveTime,solutions,variables,propagators,propagations,nodes,failures,restarts,peakDepth
212,P,max_regret,indomain_random,0.783037,6.3823,6.0,5925.0,2322.0,4126654.0,25233.0,12608.0,0.0,36.0
213,P,max_regret,indomain_random,0.840908,6.49678,6.0,5925.0,2322.0,4126654.0,25233.0,12608.0,0.0,36.0
214,P,max_regret,indomain_random,0.776585,6.18018,6.0,5925.0,2322.0,4126654.0,25233.0,12608.0,0.0,36.0
215,P,max_regret,indomain_random,0.77559,6.18168,6.0,5925.0,2322.0,4127225.0,25233.0,12608.0,0.0,36.0
216,P,max_regret,indomain_reverse_split,0.780145,5.52095,6.0,5925.0,2322.0,3622300.0,19553.0,9769.0,0.0,32.0
217,P,max_regret,indomain_reverse_split,0.769317,5.50627,6.0,5925.0,2322.0,3622300.0,19553.0,9769.0,0.0,32.0
218,P,max_regret,indomain_reverse_split,0.770696,5.65088,6.0,5925.0,2322.0,3622300.0,19553.0,9769.0,0.0,32.0
219,P,max_regret,indomain_reverse_split,0.823108,5.51852,6.0,5925.0,2322.0,3622300.0,19553.0,9769.0,0.0,32.0
220,P,max_regret,indomain_reverse_split,0.770445,5.51844,6.0,5925.0,2322.0,3622300.0,19553.0,9769.0,0.0,32.0
221,P,max_regret,indomain_split,0.769132,5.41397,10.0,5925.0,2322.0,3551947.0,21545.0,10760.0,0.0,25.0
222,P,max_regret,indomain_split,0.771487,5.44699,10.0,5925.0,2322.0,3551947.0,21545.0,10760.0,0.0,25.0
223,P,max_regret,indomain_split,0.792091,5.46328,10.0,5925.0,2322.0,3551593.0,21545.0,10760.0,0.0,25.0
224,P,max_regret,indomain_split,0.776311,5.42464,10.0,5925.0,2322.0,3551947.0,21545.0,10760.0,0.0,25.0
225,P,max_regret,indomain_split,0.774129,5.45835,10.0,5925.0,2322.0,3551593.0,21545.0,10760.0,0.0,25.0
226,P,max_regret,indomain_split_random,0.778656,5.44672,10.0,5925.0,2322.0,3543662.0,21545.0,10760.0,0.0,25.0
